customerID,date,amount,employerID
795abdc1-20a6-494a-8037-fd9fd85fd6a3,2016-02-08,974,176ab54b-bb1a-4616-a3da-282fa90caa77
4e46af2f-3d28-4091-888b-128bf77fa9a0,2015-11-23,410,d08a2db5-24eb-494c-92ca-bf32597b8dce
4e46af2f-3d28-4091-888b-128bf77fa9a0,2015-12-07,455,d08a2db5-24eb-494c-92ca-bf32597b8dce
4e46af2f-3d28-4091-888b-128bf77fa9a0,2015-12-21,518,d08a2db5-24eb-494c-92ca-bf32597b8dce
4e46af2f-3d28-4091-888b-128bf77fa9a0,2016-01-04,543,d08a2db5-24eb-494c-92ca-bf32597b8dce
4e46af2f-3d28-4091-888b-128bf77fa9a0,2016-01-18,453,d08a2db5-24eb-494c-92ca-bf32597b8dce
6cb59ffd-f15a-4ae7-8b9a-4ecf923df0f3,2015-11-30,431,dba2fbc6-f554-4654-9a36-59fa02456c0d
4a022af3-8479-49da-a341-cfbd47347489,2015-11-02,656,26a850a9-82eb-4236-85fe-01dcebb31d24
fdd6c133-496c-43fe-990b-d3c92ecc0914,2016-01-18,681,234a172a-0cc3-4752-aa8b-edc23b2ac2e9
fdd6c133-496c-43fe-990b-d3c92ecc0914,2016-02-01,523,234a172a-0cc3-4752-aa8b-edc23b2ac2e9
72a6de21-e756-4a61-9c6b-96fab5662d8b,2016-01-11,1146,f4582722-943a-45b5-8553-d8e53e87e520
7a4ce4b8-b87b-4680-91a8-c915af8740d1,2015-10-26,361,49b01bad-42d5-4d6b-89e0-e29fb08fc21e
7a4ce4b8-b87b-4680-91a8-c915af8740d1,2015-11-09,442,49b01bad-42d5-4d6b-89e0-e29fb08fc21e
7a4ce4b8-b87b-4680-91a8-c915af8740d1,2015-11-30,306,49b01bad-42d5-4d6b-89e0-e29fb08fc21e
7a4ce4b8-b87b-4680-91a8-c915af8740d1,2015-12-14,550,49b01bad-42d5-4d6b-89e0-e29fb08fc21e
0218a1ca-8ea2-46b4-a1f2-7c6d792cb5f1,2015-11-02,577,ec3f8db9-bf66-4fec-b145-41a5f7e1d2b3
15d3160c-902e-43d2-b110-7cb6f27724e0,2016-02-08,423,dba2fbc6-f554-4654-9a36-59fa02456c0d
15d3160c-902e-43d2-b110-7cb6f27724e0,2016-02-22,323,dba2fbc6-f554-4654-9a36-59fa02456c0d
15d3160c-902e-43d2-b110-7cb6f27724e0,2016-03-07,371,dba2fbc6-f554-4654-9a36-59fa02456c0d
15d3160c-902e-43d2-b110-7cb6f27724e0,2016-03-21,385,dba2fbc6-f554-4654-9a36-59fa02456c0d
15d3160c-902e-43d2-b110-7cb6f27724e0,2016-04-04,323,dba2fbc6-f554-4654-9a36-59fa02456c0d
15d3160c-902e-43d2-b110-7cb6f27724e0,2016-04-18,420,dba2fbc6-f554-4654-9a36-59fa02456c0d
15d3160c-902e-43d2-b110-7cb6f27724e0,2016-05-02,457,dba2fbc6-f554-4654-9a36-59fa02456c0d
15d3160c-902e-43d2-b110-7cb6f27724e0,2016-05-16,381,dba2fbc6-f554-4654-9a36-59fa02456c0d
448ab2d4-036c-4c2d-b044-978ccae3fe10,2016-02-15,159,dba2fbc6-f554-4654-9a36-59fa02456c0d
448ab2d4-036c-4c2d-b044-978ccae3fe10,2016-03-28,274,dba2fbc6-f554-4654-9a36-59fa02456c0d
448ab2d4-036c-4c2d-b044-978ccae3fe10,2016-04-04,308,dba2fbc6-f554-4654-9a36-59fa02456c0d
448ab2d4-036c-4c2d-b044-978ccae3fe10,2016-04-11,225,dba2fbc6-f554-4654-9a36-59fa02456c0d
448ab2d4-036c-4c2d-b044-978ccae3fe10,2016-04-18,332,dba2fbc6-f554-4654-9a36-59fa02456c0d
448ab2d4-036c-4c2d-b044-978ccae3fe10,2016-04-25,749,dba2fbc6-f554-4654-9a36-59fa02456c0d
33e1dc47-225b-4cae-a2c4-4b132f3239c2,2015-11-23,68,b543b672-ecb2-4c5c-9626-d26c85c49851
33e1dc47-225b-4cae-a2c4-4b132f3239c2,2015-11-30,75,b543b672-ecb2-4c5c-9626-d26c85c49851
cc162a4d-c903-41b5-9191-440e468ec4ea,2015-11-30,463,b15b3a7e-cc71-4ce1-b5d8-2ad1e91c4329
cc162a4d-c903-41b5-9191-440e468ec4ea,2015-12-14,476,b15b3a7e-cc71-4ce1-b5d8-2ad1e91c4329
cc162a4d-c903-41b5-9191-440e468ec4ea,2015-12-28,668,b15b3a7e-cc71-4ce1-b5d8-2ad1e91c4329
cc162a4d-c903-41b5-9191-440e468ec4ea,2016-01-11,510,b15b3a7e-cc71-4ce1-b5d8-2ad1e91c4329
cc162a4d-c903-41b5-9191-440e468ec4ea,2016-01-25,494,b15b3a7e-cc71-4ce1-b5d8-2ad1e91c4329
3dda5c2d-435b-427d-971b-f186d5773254,2016-01-11,678,82fa02fd-223d-4669-b008-dc964e769cb8
3dda5c2d-435b-427d-971b-f186d5773254,2016-01-18,469,82fa02fd-223d-4669-b008-dc964e769cb8
3dda5c2d-435b-427d-971b-f186d5773254,2016-01-25,476,82fa02fd-223d-4669-b008-dc964e769cb8
3dda5c2d-435b-427d-971b-f186d5773254,2016-02-01,449,82fa02fd-223d-4669-b008-dc964e769cb8
3dda5c2d-435b-427d-971b-f186d5773254,2016-02-08,465,82fa02fd-223d-4669-b008-dc964e769cb8
3dda5c2d-435b-427d-971b-f186d5773254,2016-02-15,440,82fa02fd-223d-4669-b008-dc964e769cb8
3dda5c2d-435b-427d-971b-f186d5773254,2016-02-22,417,82fa02fd-223d-4669-b008-dc964e769cb8
3dda5c2d-435b-427d-971b-f186d5773254,2016-02-29,414,82fa02fd-223d-4669-b008-dc964e769cb8
3dda5c2d-435b-427d-971b-f186d5773254,2016-03-07,447,82fa02fd-223d-4669-b008-dc964e769cb8
3dda5c2d-435b-427d-971b-f186d5773254,2016-03-14,100,82fa02fd-223d-4669-b008-dc964e769cb8
c100cef8-00c2-4ed1-93b2-1851bc28254d,2015-12-07,585,2c5f5af2-fff9-4b18-adb4-6af0de049427
c100cef8-00c2-4ed1-93b2-1851bc28254d,2015-12-21,794,2c5f5af2-fff9-4b18-adb4-6af0de049427
c100cef8-00c2-4ed1-93b2-1851bc28254d,2016-01-04,730,2c5f5af2-fff9-4b18-adb4-6af0de049427
c100cef8-00c2-4ed1-93b2-1851bc28254d,2016-01-18,624,2c5f5af2-fff9-4b18-adb4-6af0de049427
c100cef8-00c2-4ed1-93b2-1851bc28254d,2016-02-01,590,2c5f5af2-fff9-4b18-adb4-6af0de049427
c100cef8-00c2-4ed1-93b2-1851bc28254d,2016-02-15,658,2c5f5af2-fff9-4b18-adb4-6af0de049427
c100cef8-00c2-4ed1-93b2-1851bc28254d,2016-02-29,761,2c5f5af2-fff9-4b18-adb4-6af0de049427
b813cde4-a4a1-44e1-9a90-0337f8d984d2,2016-01-18,274,13268c24-bc60-4e2b-8fd0-c780b2534c1b
b813cde4-a4a1-44e1-9a90-0337f8d984d2,2016-02-01,244,13268c24-bc60-4e2b-8fd0-c780b2534c1b
b813cde4-a4a1-44e1-9a90-0337f8d984d2,2016-02-15,253,13268c24-bc60-4e2b-8fd0-c780b2534c1b
b813cde4-a4a1-44e1-9a90-0337f8d984d2,2016-02-29,251,13268c24-bc60-4e2b-8fd0-c780b2534c1b
b813cde4-a4a1-44e1-9a90-0337f8d984d2,2016-03-14,212,13268c24-bc60-4e2b-8fd0-c780b2534c1b
b813cde4-a4a1-44e1-9a90-0337f8d984d2,2016-03-28,214,13268c24-bc60-4e2b-8fd0-c780b2534c1b
b813cde4-a4a1-44e1-9a90-0337f8d984d2,2016-04-11,66,13268c24-bc60-4e2b-8fd0-c780b2534c1b
b813cde4-a4a1-44e1-9a90-0337f8d984d2,2016-04-25,84,13268c24-bc60-4e2b-8fd0-c780b2534c1b
b813cde4-a4a1-44e1-9a90-0337f8d984d2,2016-05-09,87,13268c24-bc60-4e2b-8fd0-c780b2534c1b
ad7e084f-5dc2-4974-a105-329890797b05,2015-12-14,553,44a81109-1cd6-42b4-ad7f-00a13d644773
ad7e084f-5dc2-4974-a105-329890797b05,2015-12-28,520,44a81109-1cd6-42b4-ad7f-00a13d644773
ad7e084f-5dc2-4974-a105-329890797b05,2016-01-11,515,44a81109-1cd6-42b4-ad7f-00a13d644773
ad7e084f-5dc2-4974-a105-329890797b05,2016-01-25,566,44a81109-1cd6-42b4-ad7f-00a13d644773
ad7e084f-5dc2-4974-a105-329890797b05,2016-02-08,574,44a81109-1cd6-42b4-ad7f-00a13d644773
ad7e084f-5dc2-4974-a105-329890797b05,2016-02-22,768,44a81109-1cd6-42b4-ad7f-00a13d644773
ad7e084f-5dc2-4974-a105-329890797b05,2016-03-07,643,44a81109-1cd6-42b4-ad7f-00a13d644773
ad7e084f-5dc2-4974-a105-329890797b05,2016-03-21,670,44a81109-1cd6-42b4-ad7f-00a13d644773
ad7e084f-5dc2-4974-a105-329890797b05,2016-04-04,563,44a81109-1cd6-42b4-ad7f-00a13d644773
9d062f31-486a-462a-8754-b70197f97d76,2015-12-21,742,4855db98-b738-4f7d-a36c-15aaeecf4cae
9d062f31-486a-462a-8754-b70197f97d76,2016-01-04,695,4855db98-b738-4f7d-a36c-15aaeecf4cae
1dc6ce19-6721-44d5-95f3-fcd24060b812,2016-01-25,310,f0a06a8d-cfe1-48fa-8675-092d82c13a40
1dc6ce19-6721-44d5-95f3-fcd24060b812,2016-02-08,330,f0a06a8d-cfe1-48fa-8675-092d82c13a40
ffb225a8-ad81-4aa3-a82c-b626e1defbec,2016-05-09,699,e304a3e4-ad0e-443b-b5a4-a26599861c21
45bdcf07-4b8b-4664-89c8-61a061301543,2016-01-04,564,8d5e0322-c68c-49a4-bf8d-6101a52cd80e
45bdcf07-4b8b-4664-89c8-61a061301543,2016-01-18,293,8d5e0322-c68c-49a4-bf8d-6101a52cd80e
45bdcf07-4b8b-4664-89c8-61a061301543,2016-02-01,441,8d5e0322-c68c-49a4-bf8d-6101a52cd80e
45bdcf07-4b8b-4664-89c8-61a061301543,2016-02-15,506,8d5e0322-c68c-49a4-bf8d-6101a52cd80e
45bdcf07-4b8b-4664-89c8-61a061301543,2016-02-29,512,8d5e0322-c68c-49a4-bf8d-6101a52cd80e
45bdcf07-4b8b-4664-89c8-61a061301543,2016-03-14,525,8d5e0322-c68c-49a4-bf8d-6101a52cd80e
45bdcf07-4b8b-4664-89c8-61a061301543,2016-03-28,566,8d5e0322-c68c-49a4-bf8d-6101a52cd80e
45bdcf07-4b8b-4664-89c8-61a061301543,2016-04-11,555,8d5e0322-c68c-49a4-bf8d-6101a52cd80e
45bdcf07-4b8b-4664-89c8-61a061301543,2016-04-25,777,8d5e0322-c68c-49a4-bf8d-6101a52cd80e
5025d7e2-2aca-4f00-bdab-98ec6a90c1f0,2016-01-04,338,bb016f30-e87e-4835-872c-78098d71099a
b2f2f2e8-6e5f-43c4-bc08-fc1fa762c4f0,2016-01-04,406,40685b20-02c7-412d-8dbc-d9b60c10bf80
b2f2f2e8-6e5f-43c4-bc08-fc1fa762c4f0,2016-01-11,582,40685b20-02c7-412d-8dbc-d9b60c10bf80
b2f2f2e8-6e5f-43c4-bc08-fc1fa762c4f0,2016-01-18,582,40685b20-02c7-412d-8dbc-d9b60c10bf80
b2f2f2e8-6e5f-43c4-bc08-fc1fa762c4f0,2016-01-25,599,40685b20-02c7-412d-8dbc-d9b60c10bf80
b2f2f2e8-6e5f-43c4-bc08-fc1fa762c4f0,2016-02-01,599,40685b20-02c7-412d-8dbc-d9b60c10bf80
b2f2f2e8-6e5f-43c4-bc08-fc1fa762c4f0,2016-02-08,599,40685b20-02c7-412d-8dbc-d9b60c10bf80
b2f2f2e8-6e5f-43c4-bc08-fc1fa762c4f0,2016-02-22,1162,40685b20-02c7-412d-8dbc-d9b60c10bf80
b2f2f2e8-6e5f-43c4-bc08-fc1fa762c4f0,2016-02-29,582,40685b20-02c7-412d-8dbc-d9b60c10bf80
b2f2f2e8-6e5f-43c4-bc08-fc1fa762c4f0,2016-03-14,818,40685b20-02c7-412d-8dbc-d9b60c10bf80
b2f2f2e8-6e5f-43c4-bc08-fc1fa762c4f0,2016-03-28,1493,40685b20-02c7-412d-8dbc-d9b60c10bf80
bf63c810-0384-44ef-9e69-501230ad2c3d,2016-01-18,31,cb866349-554e-4ac7-a8d6-b3e381154485
bf63c810-0384-44ef-9e69-501230ad2c3d,2016-01-25,287,cb866349-554e-4ac7-a8d6-b3e381154485
bf63c810-0384-44ef-9e69-501230ad2c3d,2016-02-08,178,cb866349-554e-4ac7-a8d6-b3e381154485
bf63c810-0384-44ef-9e69-501230ad2c3d,2016-03-21,108,cb866349-554e-4ac7-a8d6-b3e381154485
ea2c3aac-bb53-4aa8-a2f3-c10291d90226,2016-02-08,307,74a147e5-cd92-4bd3-bf73-8464f746a2ca
e30f5224-beb6-4dd5-8097-9e9f17739ed3,2015-10-19,560,dba2fbc6-f554-4654-9a36-59fa02456c0d
8dcdf6a4-4080-445c-9d19-46b0963b0954,2016-02-08,497,d439d80e-a7b6-4f18-a6ed-6be7688bea2f
8dcdf6a4-4080-445c-9d19-46b0963b0954,2016-02-22,469,d439d80e-a7b6-4f18-a6ed-6be7688bea2f
5fc83f87-00a3-4168-9b22-ceb0ddb237f8,2016-01-11,318,62d85bda-8ff7-48f1-a8ea-d0e2d417c3e5
811763f1-e760-402b-89da-509ad4e3d8a1,2015-11-30,273,72514ac0-2a2a-4691-9a0e-742225f734f5
811763f1-e760-402b-89da-509ad4e3d8a1,2015-12-14,285,72514ac0-2a2a-4691-9a0e-742225f734f5
811763f1-e760-402b-89da-509ad4e3d8a1,2015-12-28,250,72514ac0-2a2a-4691-9a0e-742225f734f5
811763f1-e760-402b-89da-509ad4e3d8a1,2016-01-11,263,72514ac0-2a2a-4691-9a0e-742225f734f5
811763f1-e760-402b-89da-509ad4e3d8a1,2016-01-25,292,72514ac0-2a2a-4691-9a0e-742225f734f5
811763f1-e760-402b-89da-509ad4e3d8a1,2016-02-08,337,72514ac0-2a2a-4691-9a0e-742225f734f5
811763f1-e760-402b-89da-509ad4e3d8a1,2016-02-22,318,72514ac0-2a2a-4691-9a0e-742225f734f5
811763f1-e760-402b-89da-509ad4e3d8a1,2016-03-07,285,72514ac0-2a2a-4691-9a0e-742225f734f5
811763f1-e760-402b-89da-509ad4e3d8a1,2016-03-21,305,72514ac0-2a2a-4691-9a0e-742225f734f5
811763f1-e760-402b-89da-509ad4e3d8a1,2016-04-04,316,72514ac0-2a2a-4691-9a0e-742225f734f5
811763f1-e760-402b-89da-509ad4e3d8a1,2016-04-18,319,72514ac0-2a2a-4691-9a0e-742225f734f5
811763f1-e760-402b-89da-509ad4e3d8a1,2016-05-02,283,72514ac0-2a2a-4691-9a0e-742225f734f5
811763f1-e760-402b-89da-509ad4e3d8a1,2016-05-16,358,72514ac0-2a2a-4691-9a0e-742225f734f5
27593fbc-f705-48eb-b5f9-efe1b4f7a2c7,2015-11-30,552,95e5b248-2a53-4e7e-b06d-c9205690f86c
233c4f00-08f9-40b4-b579-dcb06d253d18,2016-01-18,352,259df5ab-871b-4e29-909d-54508d5cbc52
233c4f00-08f9-40b4-b579-dcb06d253d18,2016-02-01,249,259df5ab-871b-4e29-909d-54508d5cbc52
233c4f00-08f9-40b4-b579-dcb06d253d18,2016-02-15,284,259df5ab-871b-4e29-909d-54508d5cbc52
233c4f00-08f9-40b4-b579-dcb06d253d18,2016-02-29,276,259df5ab-871b-4e29-909d-54508d5cbc52
233c4f00-08f9-40b4-b579-dcb06d253d18,2016-03-14,309,259df5ab-871b-4e29-909d-54508d5cbc52
233c4f00-08f9-40b4-b579-dcb06d253d18,2016-03-28,339,259df5ab-871b-4e29-909d-54508d5cbc52
233c4f00-08f9-40b4-b579-dcb06d253d18,2016-04-11,360,259df5ab-871b-4e29-909d-54508d5cbc52
233c4f00-08f9-40b4-b579-dcb06d253d18,2016-04-25,376,259df5ab-871b-4e29-909d-54508d5cbc52
233c4f00-08f9-40b4-b579-dcb06d253d18,2016-05-09,332,259df5ab-871b-4e29-909d-54508d5cbc52
867d5532-d51d-4b42-b985-67a3acdb6e7a,2015-11-30,441,dba2fbc6-f554-4654-9a36-59fa02456c0d
867d5532-d51d-4b42-b985-67a3acdb6e7a,2015-12-14,254,dba2fbc6-f554-4654-9a36-59fa02456c0d
867d5532-d51d-4b42-b985-67a3acdb6e7a,2015-12-28,385,dba2fbc6-f554-4654-9a36-59fa02456c0d
867d5532-d51d-4b42-b985-67a3acdb6e7a,2016-01-11,212,dba2fbc6-f554-4654-9a36-59fa02456c0d
867d5532-d51d-4b42-b985-67a3acdb6e7a,2016-01-25,402,dba2fbc6-f554-4654-9a36-59fa02456c0d
867d5532-d51d-4b42-b985-67a3acdb6e7a,2016-02-08,241,dba2fbc6-f554-4654-9a36-59fa02456c0d
867d5532-d51d-4b42-b985-67a3acdb6e7a,2016-02-22,403,dba2fbc6-f554-4654-9a36-59fa02456c0d
867d5532-d51d-4b42-b985-67a3acdb6e7a,2016-03-07,397,dba2fbc6-f554-4654-9a36-59fa02456c0d
867d5532-d51d-4b42-b985-67a3acdb6e7a,2016-03-21,416,dba2fbc6-f554-4654-9a36-59fa02456c0d
867d5532-d51d-4b42-b985-67a3acdb6e7a,2016-04-04,354,dba2fbc6-f554-4654-9a36-59fa02456c0d
867d5532-d51d-4b42-b985-67a3acdb6e7a,2016-04-18,385,dba2fbc6-f554-4654-9a36-59fa02456c0d
867d5532-d51d-4b42-b985-67a3acdb6e7a,2016-05-02,415,dba2fbc6-f554-4654-9a36-59fa02456c0d
867d5532-d51d-4b42-b985-67a3acdb6e7a,2016-05-16,624,dba2fbc6-f554-4654-9a36-59fa02456c0d
0330eaae-4a83-4676-891f-20c20b5c4f49,2015-12-14,283,dba2fbc6-f554-4654-9a36-59fa02456c0d
0330eaae-4a83-4676-891f-20c20b5c4f49,2015-12-28,548,dba2fbc6-f554-4654-9a36-59fa02456c0d
0330eaae-4a83-4676-891f-20c20b5c4f49,2016-01-11,355,dba2fbc6-f554-4654-9a36-59fa02456c0d
fdfe0637-782c-46de-9ecd-3d54b0a1f03b,2016-04-18,362,72514ac0-2a2a-4691-9a0e-742225f734f5
fdfe0637-782c-46de-9ecd-3d54b0a1f03b,2016-05-02,443,72514ac0-2a2a-4691-9a0e-742225f734f5
fdfe0637-782c-46de-9ecd-3d54b0a1f03b,2016-05-16,383,72514ac0-2a2a-4691-9a0e-742225f734f5
5e68b8e0-c956-44c9-a4b1-bc5a32c4ba58,2016-01-04,824,072ed453-e2a6-4202-9460-4ada35b045c1
5e68b8e0-c956-44c9-a4b1-bc5a32c4ba58,2016-01-18,1053,072ed453-e2a6-4202-9460-4ada35b045c1
5e68b8e0-c956-44c9-a4b1-bc5a32c4ba58,2016-02-01,884,072ed453-e2a6-4202-9460-4ada35b045c1
5e68b8e0-c956-44c9-a4b1-bc5a32c4ba58,2016-02-15,847,072ed453-e2a6-4202-9460-4ada35b045c1
5e68b8e0-c956-44c9-a4b1-bc5a32c4ba58,2016-02-29,989,072ed453-e2a6-4202-9460-4ada35b045c1
5e68b8e0-c956-44c9-a4b1-bc5a32c4ba58,2016-04-11,324,072ed453-e2a6-4202-9460-4ada35b045c1
5d41f536-004d-475d-9041-98ccfa5fdd52,2016-02-22,741,0050d669-a671-436a-9aae-8e1fd6cbd8ea
5d41f536-004d-475d-9041-98ccfa5fdd52,2016-03-07,484,0050d669-a671-436a-9aae-8e1fd6cbd8ea
5d41f536-004d-475d-9041-98ccfa5fdd52,2016-03-21,462,0050d669-a671-436a-9aae-8e1fd6cbd8ea
5d41f536-004d-475d-9041-98ccfa5fdd52,2016-04-04,694,0050d669-a671-436a-9aae-8e1fd6cbd8ea
5d41f536-004d-475d-9041-98ccfa5fdd52,2016-04-18,324,0050d669-a671-436a-9aae-8e1fd6cbd8ea
5d41f536-004d-475d-9041-98ccfa5fdd52,2016-05-02,489,0050d669-a671-436a-9aae-8e1fd6cbd8ea
5d41f536-004d-475d-9041-98ccfa5fdd52,2016-05-16,432,0050d669-a671-436a-9aae-8e1fd6cbd8ea
fe2a019a-7e9d-4e31-89bd-d0d75f43a457,2015-12-07,432,dba2fbc6-f554-4654-9a36-59fa02456c0d
4a3a8de4-a19e-44ee-adf4-4e8f5c0e5541,2016-01-11,611,97edbdeb-7ba9-4139-abb7-643ba4a92d9d
4a3a8de4-a19e-44ee-adf4-4e8f5c0e5541,2016-01-25,918,97edbdeb-7ba9-4139-abb7-643ba4a92d9d
4a3a8de4-a19e-44ee-adf4-4e8f5c0e5541,2016-02-08,962,97edbdeb-7ba9-4139-abb7-643ba4a92d9d
4a3a8de4-a19e-44ee-adf4-4e8f5c0e5541,2016-02-22,926,97edbdeb-7ba9-4139-abb7-643ba4a92d9d
4a3a8de4-a19e-44ee-adf4-4e8f5c0e5541,2016-03-07,815,97edbdeb-7ba9-4139-abb7-643ba4a92d9d
4a3a8de4-a19e-44ee-adf4-4e8f5c0e5541,2016-03-21,903,97edbdeb-7ba9-4139-abb7-643ba4a92d9d
4a3a8de4-a19e-44ee-adf4-4e8f5c0e5541,2016-04-04,918,97edbdeb-7ba9-4139-abb7-643ba4a92d9d
4a3a8de4-a19e-44ee-adf4-4e8f5c0e5541,2016-04-18,915,97edbdeb-7ba9-4139-abb7-643ba4a92d9d
4a3a8de4-a19e-44ee-adf4-4e8f5c0e5541,2016-05-02,918,97edbdeb-7ba9-4139-abb7-643ba4a92d9d
4a3a8de4-a19e-44ee-adf4-4e8f5c0e5541,2016-05-16,1422,97edbdeb-7ba9-4139-abb7-643ba4a92d9d
19393c71-43dc-40af-8603-cd92b51ae71d,2016-02-15,45,bf67f827-8236-4eac-b4fc-37406f54a13a
19393c71-43dc-40af-8603-cd92b51ae71d,2016-03-07,455,bf67f827-8236-4eac-b4fc-37406f54a13a
19393c71-43dc-40af-8603-cd92b51ae71d,2016-03-21,328,bf67f827-8236-4eac-b4fc-37406f54a13a
19393c71-43dc-40af-8603-cd92b51ae71d,2016-04-04,297,bf67f827-8236-4eac-b4fc-37406f54a13a
19393c71-43dc-40af-8603-cd92b51ae71d,2016-04-18,215,bf67f827-8236-4eac-b4fc-37406f54a13a
19393c71-43dc-40af-8603-cd92b51ae71d,2016-05-02,207,bf67f827-8236-4eac-b4fc-37406f54a13a
19393c71-43dc-40af-8603-cd92b51ae71d,2016-05-16,200,bf67f827-8236-4eac-b4fc-37406f54a13a
44666adc-cf31-4cdb-a609-0146f071f926,2016-01-04,420,15c3ac0d-d39a-4a0d-b494-3ed2c040f83a
44666adc-cf31-4cdb-a609-0146f071f926,2016-01-18,420,15c3ac0d-d39a-4a0d-b494-3ed2c040f83a
44666adc-cf31-4cdb-a609-0146f071f926,2016-02-01,420,15c3ac0d-d39a-4a0d-b494-3ed2c040f83a
44666adc-cf31-4cdb-a609-0146f071f926,2016-02-15,314,15c3ac0d-d39a-4a0d-b494-3ed2c040f83a
44666adc-cf31-4cdb-a609-0146f071f926,2016-02-29,389,15c3ac0d-d39a-4a0d-b494-3ed2c040f83a
44666adc-cf31-4cdb-a609-0146f071f926,2016-03-14,382,15c3ac0d-d39a-4a0d-b494-3ed2c040f83a
44666adc-cf31-4cdb-a609-0146f071f926,2016-03-28,314,15c3ac0d-d39a-4a0d-b494-3ed2c040f83a
44666adc-cf31-4cdb-a609-0146f071f926,2016-04-11,343,15c3ac0d-d39a-4a0d-b494-3ed2c040f83a
44666adc-cf31-4cdb-a609-0146f071f926,2016-05-09,398,15c3ac0d-d39a-4a0d-b494-3ed2c040f83a
b7dc6f5c-0949-4c73-86f6-6b79fb4937f9,2015-12-07,982,7da58a4d-6c79-40b6-8157-1d9d75a9fcfa
3b17a3bc-b4c5-4043-89cf-cb1e0b2b0da6,2016-01-04,606,86379c57-364e-4727-a989-cbfd55a4f4d0
3b17a3bc-b4c5-4043-89cf-cb1e0b2b0da6,2016-01-18,470,86379c57-364e-4727-a989-cbfd55a4f4d0
90883f34-b888-44c1-bb1b-936a99dc841d,2016-01-04,408,9eaca52f-dd3f-496a-b9cd-bbed12c37e30
90883f34-b888-44c1-bb1b-936a99dc841d,2016-01-11,350,9eaca52f-dd3f-496a-b9cd-bbed12c37e30
59147fde-fa76-44c4-a4a1-ffbb5083a466,2016-01-11,414,dba2fbc6-f554-4654-9a36-59fa02456c0d
59147fde-fa76-44c4-a4a1-ffbb5083a466,2016-01-25,480,dba2fbc6-f554-4654-9a36-59fa02456c0d
59147fde-fa76-44c4-a4a1-ffbb5083a466,2016-02-08,518,dba2fbc6-f554-4654-9a36-59fa02456c0d
59147fde-fa76-44c4-a4a1-ffbb5083a466,2016-02-22,397,dba2fbc6-f554-4654-9a36-59fa02456c0d
59147fde-fa76-44c4-a4a1-ffbb5083a466,2016-03-07,437,dba2fbc6-f554-4654-9a36-59fa02456c0d
59147fde-fa76-44c4-a4a1-ffbb5083a466,2016-03-21,439,dba2fbc6-f554-4654-9a36-59fa02456c0d
59147fde-fa76-44c4-a4a1-ffbb5083a466,2016-04-04,546,dba2fbc6-f554-4654-9a36-59fa02456c0d
59147fde-fa76-44c4-a4a1-ffbb5083a466,2016-04-18,538,dba2fbc6-f554-4654-9a36-59fa02456c0d
